omega (eV),epsilon 1,epsilon 2,n,k,alpha (1/m)
2.32E+01,1.98E-01,0.021512203,0.445649,0.0241358,5.68E+06
2.32E+01,1.99E-01,0.021107291,0.446629,0.0236296,5.56E+06
2.32E+01,2.00E-01,0.02069961,0.447608,0.0231225,5.45E+06
2.33E+01,2.01E-01,0.020289217,0.448588,0.0226146,5.33E+06
2.33E+01,2.02E-01,0.019876235,0.449568,0.0221059,5.21E+06
2.33E+01,2.03E-01,0.01946085,0.45055,0.0215968,5.09E+06
2.33E+01,2.03E-01,0.019043306,0.451534,0.0210873,4.98E+06
2.33E+01,2.04E-01,0.018623899,0.452521,0.020578,4.86E+06
2.33E+01,2.05E-01,0.018202976,0.453511,0.020069,4.74E+06
2.33E+01,2.06E-01,0.017780926,0.454504,0.0195608,4.62E+06
2.33E+01,2.07E-01,0.017358172,0.455501,0.0190539,4.50E+06
2.33E+01,2.08E-01,0.016935167,0.456503,0.0185488,4.39E+06
2.33E+01,2.09E-01,0.016512389,0.457509,0.018046,4.27E+06
2.34E+01,2.10E-01,0.016090327,0.45852,0.0175459,4.15E+06
2.34E+01,2.11E-01,0.015669482,0.459535,0.0170493,4.04E+06
2.34E+01,2.12E-01,0.015250356,0.460556,0.0165565,3.92E+06
2.34E+01,2.13E-01,0.014833446,0.461581,0.0160681,3.81E+06
2.34E+01,2.14E-01,0.01441924,0.462611,0.0155846,3.69E+06
2.34E+01,2.15E-01,0.014008209,0.463646,0.0151066,3.58E+06
2.34E+01,2.16E-01,0.013600806,0.464686,0.0146344,3.47E+06
2.34E+01,2.17E-01,0.013197457,0.465729,0.0141686,3.36E+06
2.34E+01,2.18E-01,0.012798562,0.466777,0.0137095,3.26E+06
2.34E+01,2.19E-01,0.012404492,0.467829,0.0132575,3.15E+06
2.35E+01,2.20E-01,0.012015581,0.468884,0.012813,3.05E+06
2.35E+01,2.21E-01,0.011632135,0.469942,0.0123761,2.94E+06
2.35E+01,2.22E-01,0.011254422,0.471004,0.0119473,2.84E+06
2.35E+01,2.23E-01,0.010882678,0.472068,0.0115266,2.74E+06
2.35E+01,2.24E-01,0.010517103,0.473134,0.0111143,2.65E+06
2.35E+01,2.25E-01,0.010157868,0.474202,0.0107105,2.55E+06
2.35E+01,2.26E-01,0.009805111,0.475271,0.0103153,2.46E+06
2.35E+01,2.27E-01,0.009458942,0.476342,0.00992873,2.37E+06
2.35E+01,2.28E-01,0.009119447,0.477413,0.0095509,2.28E+06
2.35E+01,2.29E-01,0.008786686,0.478485,0.00918178,2.19E+06
2.36E+01,2.30E-01,0.008460699,0.479557,0.00882136,2.11E+06
2.36E+01,2.31E-01,0.008141511,0.480629,0.00846964,2.02E+06
2.36E+01,2.32E-01,0.007829128,0.481701,0.00812654,1.94E+06
2.36E+01,2.33E-01,0.007523548,0.482772,0.00779203,1.86E+06
2.36E+01,2.34E-01,0.007224757,0.483842,0.00746602,1.79E+06
2.36E+01,2.35E-01,0.006932738,0.484912,0.00714845,1.71E+06
2.36E+01,2.36E-01,0.006647466,0.48598,0.00683924,1.64E+06
2.36E+01,2.37E-01,0.006368916,0.487046,0.00653831,1.57E+06
2.36E+01,2.38E-01,0.006097062,0.488111,0.00624557,1.50E+06
2.36E+01,2.39E-01,0.00583188,0.489174,0.00596094,1.43E+06
2.37E+01,2.40E-01,0.005573349,0.490236,0.00568436,1.36E+06
2.37E+01,2.41E-01,0.005321447,0.491295,0.00541574,1.30E+06
2.37E+01,2.42E-01,0.005076161,0.492352,0.00515501,1.24E+06
2.37E+01,2.43E-01,0.004837477,0.493407,0.00490212,1.18E+06
2.37E+01,2.44E-01,0.004605388,0.494459,0.004657,1.12E+06
2.37E+01,2.46E-01,0.004379888,0.495508,0.00441959,1.06E+06
2.37E+01,2.47E-01,0.004160975,0.496555,0.00418984,1.01E+06
2.37E+01,2.48E-01,0.003948648,0.497599,0.0039677,953887
2.37E+01,2.49E-01,0.003742907,0.49864,0.00375311,902677
2.37E+01,2.50E-01,0.003543751,0.499678,0.00354603,853231
2.38E+01,2.51E-01,0.003351178,0.500713,0.00334641,805538
2.38E+01,2.52E-01,0.003165182,0.501744,0.00315418,759585
2.38E+01,2.53E-01,0.002985756,0.502771,0.0029693,715364
2.38E+01,2.54E-01,0.002812884,0.503795,0.00279169,672857
2.38E+01,2.55E-01,0.002646545,0.504815,0.0026213,632055
2.38E+01,2.56E-01,0.002486711,0.505831,0.00245804,592938
2.38E+01,2.57E-01,0.002333345,0.506843,0.00230184,555492
2.38E+01,2.58E-01,0.002186399,0.507851,0.0021526,519695
2.38E+01,2.59E-01,0.002045818,0.508854,0.00201022,485525
2.38E+01,2.60E-01,0.001911534,0.509852,0.0018746,452958
2.39E+01,2.61E-01,0.001783469,0.510845,0.00174561,421968
2.39E+01,2.62E-01,0.001661533,0.511834,0.00162312,392523
2.39E+01,2.63E-01,0.001545625,0.512817,0.00150699,364591
2.39E+01,2.64E-01,0.001435634,0.513795,0.00139709,338144
2.39E+01,2.65E-01,0.001331436,0.514768,0.00129324,313140
2.39E+01,2.66E-01,0.001232898,0.515735,0.00119528,289542
2.39E+01,2.67E-01,0.001139878,0.516697,0.00110304,267309
2.39E+01,2.68E-01,0.001052224,0.517652,0.00101634,246402
2.39E+01,2.69E-01,0.000969774,0.518602,0.000934989,226774
2.39E+01,2.70E-01,0.000892362,0.519546,0.000858791,208380
2.40E+01,2.71E-01,0.000819813,0.520483,0.000787549,191173
2.40E+01,2.72E-01,0.000751947,0.521415,0.000721064,175107
2.40E+01,2.73E-01,0.00068858,0.52234,0.000659129,160133
2.40E+01,2.74E-01,0.000629524,0.52326,0.000601541,146204
2.40E+01,2.75E-01,0.00057459,0.524173,0.000548092,133268
2.40E+01,2.76E-01,0.000523585,0.525079,0.000498577,121279
2.40E+01,2.77E-01,0.000476319,0.525979,0.000452792,110188
2.40E+01,2.78E-01,0.0004326,0.526873,0.000410535,99946.3
2.40E+01,2.79E-01,0.000392239,0.527761,0.000371607,90506.8
2.40E+01,2.79E-01,0.000355048,0.528642,0.000335811,81822.5
2.41E+01,2.80E-01,0.000320844,0.529517,0.000302959,73848.6
2.41E+01,2.81E-01,0.000289447,0.530386,0.000272864,66540.4
2.41E+01,2.82E-01,0.000260681,0.531249,0.000245347,59855
2.41E+01,2.83E-01,0.000234376,0.532106,0.000220235,53751
2.41E+01,2.84E-01,0.000210367,0.532956,0.000197359,48187.8
2.41E+01,2.85E-01,0.000188495,0.5338,0.000176559,43127.1
2.41E+01,2.86E-01,0.000168609,0.534639,0.000157685,38532.8
2.41E+01,2.87E-01,0.000150562,0.535472,0.000140588,34369.2
2.41E+01,2.88E-01,0.000134215,0.536299,0.000125131,30603.1
2.41E+01,2.88E-01,0.000119437,0.53712,0.000111183,27203.1
2.42E+01,2.89E-01,0.000106101,0.537935,9.86E-05,24139
2.42E+01,2.90E-01,0.000094091,0.538745,8.73E-05,21383.3
2.42E+01,2.91E-01,0.000083295,0.53955,7.72E-05,18909.4
2.42E+01,2.92E-01,0.000073609,0.540349,6.81E-05,16692.7
2.42E+01,2.93E-01,0.000064935,0.541144,6.00E-05,14710.1
2.42E+01,2.94E-01,0.000057183,0.541933,5.28E-05,12940.5
2.42E+01,2.95E-01,0.000050266,0.542716,4.63E-05,11363.4
2.42E+01,2.95E-01,0.000044108,0.543495,4.06E-05,9961.15
2.42E+01,2.96E-01,0.000038636,0.54427,3.55E-05,8716.55
2.42E+01,2.97E-01,0.000033782,0.545039,3.10E-05,7613.83
2.43E+01,2.98E-01,0.000029484,0.545804,2.70E-05,6638.58
2.43E+01,2.99E-01,0.000025687,0.546564,2.35E-05,5777.98
2.43E+01,3.00E-01,0.000022338,0.547319,2.04E-05,5019.8
2.43E+01,3.00E-01,0.000019391,0.548071,1.77E-05,4353.36
2.43E+01,3.01E-01,0.000016801,0.548818,1.53E-05,3768.31
2.43E+01,3.02E-01,0.000014531,0.54956,1.32E-05,3256.12
2.43E+01,3.03E-01,0.000012544,0.550299,1.14E-05,2808.24
2.43E+01,3.04E-01,0.000010809,0.551033,9.81E-06,2417.6
2.43E+01,3.04E-01,0.000009296,0.551764,8.42E-06,2077.3
2.43E+01,3.05E-01,0.00000798,0.55249,7.22E-06,1781.61
2.44E+01,3.06E-01,0.000006838,0.553213,6.18E-06,1525.28
2.44E+01,3.07E-01,0.000005847,0.553932,5.28E-06,1303.07
2.44E+01,3.08E-01,0.000004991,0.554647,4.50E-06,1111.32
2.44E+01,3.08E-01,0.000004252,0.555359,3.83E-06,945.948
2.44E+01,3.09E-01,0.000003615,0.556067,3.25E-06,803.539
2.44E+01,3.10E-01,0.000003068,0.556771,2.76E-06,681.368
2.44E+01,3.11E-01,0.000002599,0.557472,2.33E-06,576.72
2.44E+01,3.12E-01,0.000002197,0.55817,1.97E-06,487.106
2.44E+01,3.12E-01,0.000001853,0.558864,1.66E-06,410.494
2.44E+01,3.13E-01,0.00000156,0.559555,1.39E-06,345.301
2.45E+01,3.14E-01,0.000001311,0.560243,1.17E-06,289.948
2.45E+01,3.15E-01,0.000001099,0.560927,9.80E-07,242.864
2.45E+01,3.15E-01,0.00000092,0.561609,8.19E-07,203.142
2.45E+01,3.16E-01,0.000000768,0.562287,6.83E-07,169.443
2.45E+01,3.17E-01,0.000000641,0.562962,5.69E-07,141.316
2.45E+01,3.18E-01,0.000000533,0.563635,4.73E-07,117.413
2.45E+01,3.18E-01,0.000000442,0.564304,3.92E-07,97.2898
2.45E+01,3.19E-01,0.000000366,0.56497,3.24E-07,80.4981
2.45E+01,3.20E-01,0.000000303,0.565634,2.68E-07,66.5956
2.45E+01,3.21E-01,0.00000025,0.566294,2.21E-07,54.8949
2.46E+01,3.21E-01,0.000000206,0.566952,1.82E-07,45.2024
2.46E+01,3.22E-01,0.000000169,0.567607,1.49E-07,37.0466
2.46E+01,3.23E-01,0.000000138,0.56826,1.21E-07,30.2323
2.46E+01,3.24E-01,0.000000113,0.568909,9.93E-08,24.7295
2.46E+01,3.24E-01,0.000000092,0.569556,8.08E-08,20.1285
2.46E+01,3.25E-01,0.000000075,0.570201,6.58E-08,16.4065
2.46E+01,3.26E-01,0.000000061,0.570842,5.35E-08,13.3367
2.46E+01,3.27E-01,0.00000005,0.571481,4.38E-08,10.9202
2.46E+01,3.27E-01,0.00000004,0.572118,3.49E-08,8.72387
2.46E+01,3.28E-01,0.000000032,0.572752,2.79E-08,6.96206
2.47E+01,3.29E-01,0.000000026,0.573384,2.24E-08,5.58433
2.47E+01,3.29E-01,0.000000021,0.574013,1.83E-08,4.56144
2.47E+01,3.30E-01,0.000000017,0.574639,1.49E-08,3.72592
2.47E+01,3.31E-01,0.000000013,0.575263,1.18E-08,2.94679
2.47E+01,3.32E-01,0.000000011,0.575885,9.13E-09,2.2835
2.47E+01,3.32E-01,0.000000009,0.576505,7.45E-09,1.86522
2.47E+01,3.33E-01,0.000000007,0.577122,7.45E-09,1.86598
2.47E+01,3.34E-01,0.000000005,0.577737,5.27E-09,1.31998
2.47E+01,3.34E-01,0.000000004,0.578349,0,0
2.47E+01,3.35E-01,0.000000003,0.57896,0,0
2.48E+01,3.36E-01,0.000000003,0.579568,0,0
2.48E+01,3.37E-01,0.000000002,0.580173,0,0
2.48E+01,3.37E-01,0.000000002,0.580777,0,0
2.48E+01,3.38E-01,0.000000001,0.581378,0,0
2.48E+01,3.39E-01,0.000000001,0.581978,0,0
2.48E+01,3.39E-01,0.000000001,0.582575,0,0
2.48E+01,3.40E-01,0.000000001,0.58317,0,0
2.48E+01,3.41E-01,0,0.583762,0,0
2.48E+01,3.41E-01,0,0.584353,0,0
2.48E+01,3.42E-01,0,0.584942,0,0
2.49E+01,3.43E-01,0,0.585529,0,0
2.49E+01,3.44E-01,0,0.586113,0,0
2.49E+01,3.44E-01,0,0.586696,0,0
2.49E+01,3.45E-01,0,0.587276,0,0
2.49E+01,3.46E-01,0,0.587855,0,0
2.49E+01,3.46E-01,0,0.588432,0,0
2.49E+01,3.47E-01,0,0.589006,0,0
2.49E+01,3.48E-01,0,0.589579,0,0
2.49E+01,3.48E-01,0,0.59015,0,0
2.49E+01,3.49E-01,0,0.590719,0,0
2.50E+01,3.50E-01,0,0.591286,0,0
2.50E+01,3.50E-01,0,0.591851,0,0
2.50E+01,3.51E-01,0,0.592415,0,0
2.50E+01,3.52E-01,0,0.592976,0,0
2.50E+01,3.52E-01,0,0.593536,0,0
2.50E+01,3.53E-01,0,0.594094,0,0
2.50E+01,3.54E-01,0,0.59465,0,0
2.50E+01,3.54E-01,0,0.595204,0,0
2.50E+01,3.55E-01,0,0.595756,0,0
2.50E+01,3.56E-01,0,0.596307,0,0
2.51E+01,3.56E-01,0,0.596856,0,0
2.51E+01,3.57E-01,0,0.597403,0,0
2.51E+01,3.58E-01,0,0.597949,0,0
2.51E+01,3.58E-01,0,0.598493,0,0
2.51E+01,3.59E-01,0,0.599035,0,0
2.51E+01,3.59E-01,0,0.599575,0,0
2.51E+01,3.60E-01,0,0.600114,0,0
2.51E+01,3.61E-01,0,0.600651,0,0
2.51E+01,3.61E-01,0,0.601187,0,0
2.51E+01,3.62E-01,0,0.60172,0,0
2.52E+01,3.63E-01,0,0.602253,0,0
2.52E+01,3.63E-01,0,0.602783,0,0
2.52E+01,3.64E-01,0,0.603312,0,0
2.52E+01,3.65E-01,0,0.603839,0,0
2.52E+01,3.65E-01,0,0.604365,0,0
2.52E+01,3.66E-01,0,0.604889,0,0
2.52E+01,3.67E-01,0,0.605412,0,0
2.52E+01,3.67E-01,0,0.605933,0,0
2.52E+01,3.68E-01,0,0.606453,0,0
2.52E+01,3.68E-01,0,0.606971,0,0
2.53E+01,3.69E-01,0,0.607487,0,0
2.53E+01,3.70E-01,0,0.608002,0,0
2.53E+01,3.70E-01,0,0.608516,0,0
2.53E+01,3.71E-01,0,0.609028,0,0
2.53E+01,3.72E-01,0,0.609538,0,0
2.53E+01,3.72E-01,0,0.610047,0,0
2.53E+01,3.73E-01,0,0.610555,0,0
2.53E+01,3.73E-01,0,0.611061,0,0
2.53E+01,3.74E-01,0,0.611565,0,0
2.53E+01,3.75E-01,0,0.612069,0,0
2.54E+01,3.75E-01,0,0.61257,0,0
2.54E+01,3.76E-01,0,0.613071,0,0
2.54E+01,3.76E-01,0,0.61357,0,0
2.54E+01,3.77E-01,0,0.614067,0,0
2.54E+01,3.78E-01,0,0.614563,0,0
2.54E+01,3.78E-01,0,0.615058,0,0
2.54E+01,3.79E-01,0,0.615552,0,0
2.54E+01,3.80E-01,0,0.616044,0,0
2.54E+01,3.80E-01,0,0.616534,0,0
2.54E+01,3.81E-01,0,0.617024,0,0
2.55E+01,3.81E-01,0,0.617511,0,0
2.55E+01,3.82E-01,0,0.617998,0,0
2.55E+01,3.83E-01,0,0.618483,0,0
2.55E+01,3.83E-01,0,0.618967,0,0
2.55E+01,3.84E-01,0,0.61945,0,0
2.55E+01,3.84E-01,0,0.619931,0,0
2.55E+01,3.85E-01,0,0.620411,0,0
2.55E+01,3.86E-01,0,0.62089,0,0
2.55E+01,3.86E-01,0,0.621367,0,0
2.55E+01,3.87E-01,0,0.621844,0,0
2.56E+01,3.87E-01,0,0.622318,0,0
2.56E+01,3.88E-01,0,0.622792,0,0
2.56E+01,3.88E-01,0,0.623264,0,0
2.56E+01,3.89E-01,0,0.623736,0,0
2.56E+01,3.90E-01,0,0.624205,0,0
2.56E+01,3.90E-01,0,0.624674,0,0
2.56E+01,3.91E-01,0,0.625141,0,0
2.56E+01,3.91E-01,0,0.625608,0,0
2.56E+01,3.92E-01,0,0.626073,0,0
2.56E+01,3.93E-01,0,0.626536,0,0
2.57E+01,3.93E-01,0,0.626999,0,0
2.57E+01,3.94E-01,0,0.62746,0,0
2.57E+01,3.94E-01,0,0.62792,0,0
2.57E+01,3.95E-01,0,0.628379,0,0
2.57E+01,3.95E-01,0,0.628837,0,0
2.57E+01,3.96E-01,0,0.629294,0,0
2.57E+01,3.97E-01,0,0.629749,0,0
2.57E+01,3.97E-01,0,0.630203,0,0
2.57E+01,3.98E-01,0,0.630656,0,0
2.57E+01,3.98E-01,0,0.631108,0,0
2.58E+01,3.99E-01,0,0.631559,0,0
2.58E+01,3.99E-01,0,0.632009,0,0
2.58E+01,4.00E-01,0,0.632457,0,0
2.58E+01,4.01E-01,0,0.632905,0,0
2.58E+01,4.01E-01,0,0.633351,0,0
2.58E+01,4.02E-01,0,0.633796,0,0
2.58E+01,4.02E-01,0,0.63424,0,0
2.58E+01,4.03E-01,0,0.634683,0,0
2.58E+01,4.03E-01,0,0.635125,0,0
2.58E+01,4.04E-01,0,0.635566,0,0
2.59E+01,4.05E-01,0,0.636005,0,0
2.59E+01,4.05E-01,0,0.636444,0,0
2.59E+01,4.06E-01,0,0.636881,0,0
2.59E+01,4.06E-01,0,0.637318,0,0
2.59E+01,4.07E-01,0,0.637753,0,0
2.59E+01,4.07E-01,0,0.638187,0,0
2.59E+01,4.08E-01,0,0.638621,0,0
2.59E+01,4.08E-01,0,0.639053,0,0
2.59E+01,4.09E-01,0,0.639484,0,0
2.59E+01,4.09E-01,0,0.639914,0,0
2.60E+01,4.10E-01,0,0.640343,0,0
2.60E+01,4.11E-01,0,0.640771,0,0
2.60E+01,4.11E-01,0,0.641198,0,0
2.60E+01,4.12E-01,0,0.641624,0,0
2.60E+01,4.12E-01,0,0.642049,0,0
2.60E+01,4.13E-01,0,0.642473,0,0
